"","UNH.Open","UNH.High","UNH.Low","UNH.Close","UNH.Volume","UNH.Adjusted"
"2021-06-21",389.369995,399.200012,389.220001,398.070007,3839300,396.677643
"2021-06-22",400.609985,400.649994,397.820007,398.690002,3964600,397.295471
"2021-06-23",397.820007,399,395.269989,395.559998,2942100,394.176422
"2021-06-24",398.320007,402.160004,396.839996,398.869995,3309100,397.474823
"2021-06-25",400.100006,409.980011,399.019989,404.950012,16928900,403.5336
"2021-06-28",404.950012,404.98999,397.929993,401.459991,3193300,400.055786
"2021-06-29",401.970001,403.200012,397.480011,398.100006,2458800,396.70755
"2021-06-30",397.540009,401.399994,396.799988,400.440002,2875600,399.039337
"2021-07-01",402.029999,405.209991,401.809998,404.890015,2678100,403.473785
"2021-07-02",405.089996,409.869995,403.880005,409.359985,1982400,407.928131
"2021-07-06",408.670013,411.160004,405.709991,410.26001,2615300,408.825012
"2021-07-07",410.350006,412.179993,407.200012,411.660004,2270400,410.220093
"2021-07-08",408.609985,410.829987,405.079987,409.950012,2032300,408.516083
"2021-07-09",412.529999,413.25,410.640015,412.109985,2078900,410.668518
"2021-07-12",411.019989,416.399994,410.309998,416.040009,2802600,414.584778
"2021-07-13",416.380005,419.690002,415.709991,418.540009,2948900,417.07605
"2021-07-14",420.769989,422.529999,413.350006,414.73999,3538700,413.289307
"2021-07-15",411.910004,421.730011,407.200012,420.049988,3546500,418.58075
"2021-07-16",421.359985,422.290009,417.640015,419.700012,2625400,418.231995
"2021-07-19",417.23999,419.529999,406.809998,409.059998,3611300,407.629181
"2021-07-20",411,417.730011,410.609985,412.970001,3186700,411.525513
"2021-07-21",417.059998,417.230011,410.829987,414.640015,1863700,413.189697
"2021-07-22",416.019989,416.829987,413.730011,415.769989,1421900,414.315704
"2021-07-23",417.899994,419.339996,415.98999,417.700012,1611700,416.238983
"2021-07-26",416.829987,417.670013,410.899994,413.540009,2232600,412.093536
"2021-07-27",412,415.26001,409.459991,415.100006,2630600,413.648071
"2021-07-28",414.48999,414.48999,406.799988,409.170013,2446600,407.738831
"2021-07-29",411.279999,412.579987,408.420013,412.079987,1597300,410.638611
"2021-07-30",410.76001,413.769989,410.25,412.220001,1864200,410.778137
"2021-08-02",413.570007,416.440002,412.809998,415.570007,1806500,414.116425
"2021-08-03",415.820007,422.140015,415.079987,421.899994,2496500,420.424286
"2021-08-04",422.049988,423.660004,419.709991,421.540009,1995400,420.065552
"2021-08-05",422.059998,422.25,407.890015,411.190002,3598600,409.75174
"2021-08-06",412.01001,416.769989,412.01001,415.119995,1944000,413.667999
"2021-08-09",414.950012,416.230011,410.350006,410.869995,1509800,409.432861
"2021-08-10",410.51001,413.649994,408.570007,411.779999,1441800,410.339691
"2021-08-11",413.029999,413.929993,407.51001,407.73999,1542600,406.313812
"2021-08-12",407,408.730011,404.299988,405.959991,1939900,404.540039
"2021-08-13",407.079987,410.049988,405.920013,409.670013,1536900,408.237091
"2021-08-16",409.839996,417.420013,407.329987,417.209991,2377500,415.750671
"2021-08-17",417.100006,422.5,416.630005,421.779999,2258000,420.304718
"2021-08-18",421.350006,421.589996,417.089996,417.320007,3037000,415.860321
"2021-08-19",415.380005,428.350006,412.399994,427.890015,3204500,426.393341
"2021-08-20",428.350006,431.359985,426.910004,429.709991,2401000,428.20697
"2021-08-23",430.559998,430.559998,424.899994,425.359985,2375900,423.872162
"2021-08-24",425.519989,425.940002,421.720001,423.410004,1619300,421.929016
"2021-08-25",421.850006,423.619995,419.450012,419.73999,1939000,418.27182
"2021-08-26",419.769989,421.390015,416.630005,416.850006,1385400,415.391968
"2021-08-27",418.01001,420.350006,416.119995,418.76001,1621600,417.295288
"2021-08-30",418.76001,420.570007,417.890015,418.299988,1284200,416.836853
"2021-08-31",417,420.73999,414.220001,416.269989,4249100,414.813965
"2021-09-01",416.540009,419.869995,411.23999,417.350006,2034400,415.890198
"2021-09-02",419.160004,424.399994,418.23999,423.709991,3137400,422.227936
"2021-09-03",421.929993,424,420.609985,422.859985,1604800,421.38092
"2021-09-07",420.299988,422.26001,417.579987,421.23999,1920300,419.766571
"2021-09-08",421.190002,422.869995,414.200012,415.390015,2262500,413.937073
"2021-09-09",415.339996,420.220001,413.929993,414.549988,3508500,413.099976
"2021-09-10",415.559998,416,402.589996,403.910004,4215000,403.910004
"2021-09-13",407.980011,416.809998,406.450012,414.519989,3068200,414.519989
"2021-09-14",417.589996,417.589996,411.369995,412.540009,2879800,412.540009
"2021-09-15",412.519989,421.420013,409.5,417.519989,3180600,417.519989
"2021-09-16",419.670013,423.399994,414.959991,416.839996,2262700,416.839996
"2021-09-17",414.970001,421.089996,414.970001,420.160004,4534200,420.160004
"2021-09-20",416.920013,419.299988,408.720001,412.700012,2799800,412.700012
"2021-09-21",415.01001,418.779999,412.209991,412.339996,2382200,412.339996
"2021-09-22",404.940002,412,404.940002,408.700012,3629400,408.700012
"2021-09-23",409.799988,414.850006,407.51001,408.029999,2681600,408.029999
"2021-09-24",406.940002,407.890015,405.230011,407.079987,1950400,407.079987
"2021-09-27",407.829987,412.149994,404.959991,405.269989,2608600,405.269989
"2021-09-28",402.600006,404,397.019989,398.619995,3115400,398.619995
"2021-09-29",397,401.850006,395.799988,400.410004,2056300,400.410004
"2021-09-30",401.48999,403.48999,390.459991,390.73999,3779900,390.73999
"2021-10-01",391.600006,393.690002,383.119995,392.429993,3146600,392.429993
"2021-10-04",391.619995,395.149994,384.76001,387.01001,3074800,387.01001
"2021-10-05",389.339996,396.01001,389.23999,393.429993,3269400,393.429993
"2021-10-06",390.75,394.779999,385.839996,394.25,2809200,394.25
"2021-10-07",396.76001,408.170013,396.709991,404.700012,2813700,404.700012
"2021-10-08",406.410004,409.119995,402.640015,408.459991,2012200,408.459991
"2021-10-11",408,411.220001,404.209991,404.98999,2164200,404.98999
"2021-10-12",405.109985,408.380005,402.309998,403.23999,2415700,403.23999
"2021-10-13",403.339996,405.309998,398.109985,403.549988,3021800,403.549988
"2021-10-14",425.660004,433.5,417.799988,420.359985,6038800,420.359985
"2021-10-15",422.049988,430.48999,421.5,428.070007,3312000,428.070007
"2021-10-18",428,428,423.839996,424.619995,2232800,424.619995
"2021-10-19",426.829987,427.820007,423.399994,424.380005,1616800,424.380005
"2021-10-20",427,435.529999,426.839996,435.089996,2764000,435.089996
"2021-10-21",435.5,442.5,435.079987,442.279999,2465100,442.279999
"2021-10-22",440.839996,449.290009,440.459991,449.160004,2736200,449.160004
"2021-10-25",450,452.640015,446.440002,449.48999,3553500,449.48999
"2021-10-26",450.48999,457.709991,447.589996,454.640015,3103900,454.640015
"2021-10-27",454.640015,460.440002,453.480011,453.480011,3520400,453.480011
"2021-10-28",453,457.899994,452.519989,455.440002,1672600,455.440002
"2021-10-29",454.410004,461.390015,453.059998,460.470001,2496700,460.470001
"2021-11-01",461.820007,465.76001,451.179993,454.109985,2203100,454.109985
"2021-11-02",456.26001,456.440002,450.380005,452.040009,2600000,452.040009
"2021-11-03",450.420013,457.519989,447.040009,457.329987,2438200,457.329987
"2021-11-04",457.600006,458.51001,452.160004,456.76001,2517300,456.76001
"2021-11-05",457.829987,461.519989,454.579987,455.809998,2905000,455.809998
"2021-11-08",456.850006,464.190002,454.309998,462.619995,2279900,462.619995
"2021-11-09",462.619995,464.470001,460.290009,464.350006,2657800,464.350006
"2021-11-10",465.390015,466,456.630005,459.899994,2818200,459.899994
"2021-11-11",460,460.850006,455.440002,457.390015,2246800,457.390015
"2021-11-12",460.670013,461,457.079987,458.98999,2609500,458.98999
"2021-11-15",458,458.209991,450.5,450.799988,2849600,450.799988
"2021-11-16",452.98999,458.350006,449.369995,449.619995,3383800,449.619995
"2021-11-17",450.390015,453.959991,448.730011,448.950012,2281500,448.950012
"2021-11-18",448.730011,452.809998,447.109985,449.470001,2073800,449.470001
"2021-11-19",448.130005,449.450012,439.5,440,3524900,440
"2021-11-22",442.820007,443.75,437.390015,437.540009,2598700,437.540009
"2021-11-23",436.01001,447.519989,436,447.130005,2857000,447.130005
"2021-11-24",446.640015,450.980011,445.640015,450.160004,2248800,450.160004
"2021-11-26",444.920013,448.179993,438.209991,439.910004,2480600,439.910004
